race_id,goal_order, start_number, horse_name, horse_age, weight,jockey_id,single_odds,hourse_weight,weight_change
202203020111,11,5,ショウナンアオゾラ,6,57.0,00422,56.3,476,-4,11.2
202203020112,1,8,レッドラパルマ,3,54.0,05212,2.4,486,0,1.35
202203020112,2,3,ミストルティン,3,54.0,01075,5.2,456,0,1.95
202203020112,3,5,エコロカナワン,4,57.0,01077,21.1,486,-12,4.15
202203020112,4,12,ブルベアカイリ,5,57.0,01009,83.3,516,+6,14.35
202203020112,5,13,オヤノナナヒカリ,3,54.0,00422,10.5,442,-2,2.9
202203020112,6,9,マーベラスアゲン,6,54.0,01201,24.0,470,-10,5.15
202203020112,7,1,サクセスミノル,3,54.0,01092,5.2,476,-2,1.7
202203020112,8,10,サトノアレックス,5,55.0,01188,59.8,486,-2,9.3
202203020112,9,7,ヨシオドライヴ,5,57.0,01161,23.3,498,-10,5.75
202203020112,10,14,メイショウムート,4,57.0,01029,189.7,426,-14,47.7
202203020112,11,15,ハリウッドフェーム,3,54.0,01179,13.8,524,-6,3.85
202203020112,12,2,サンマルシップ,4,55.0,01164,184.8,496,0,37.85
202203020112,13,6,タイキマクスウェル,3,54.0,01150,8.6,504,+4,2.95
202203020112,14,4,オニジオオタニ,4,54.0,01183,106.9,440,-10,16.35
202210030101,1,5,ウメムスビ,2,51.0,01199,1.3,438,+4,1.05
202210030101,2,2,フェルヴェンテ,2,54.0,01125,15.8,454,-6,6.15
202210030101,3,10,シャープソーン,2,54.0,01018,9.3,442,+4,4.05
202210030101,4,7,ヘイローグラン,2,50.0,01193,35.7,428,-6,13.75
202210030101,5,6,レヴィアタン,2,54.0,01128,98.7,470,-6,24.0
202210030101,6,1,クリノヒーロー,2,52.0,01191,40.0,460,-8,15.3
202210030101,7,4,クリノグローリー,2,54.0,00732,24.8,454,-2,7.65
202210030101,8,9,サイレントストーム,2,50.0,01187,6.3,426,+2,3.4
202210030101,9,8,ヒロピアーナ,2,54.0,01124,143.1,484,-10,40.199999999999996
202210030101,10,3,ブラーヴ,2,54.0,01126,36.6,472,-2,10.95
202210030102,1,7,イプノーズ,3,50.0,01193,2.2,442,0,1.2000000000000002
202210030102,2,8,クリノオスカル,3,54.0,00732,82.2,418,-4,11.7
202210030102,3,11,ミルニュイ,3,54.0,01126,13.8,512,-10,3.45
202210030102,4,2,ミスティファイ,3,54.0,01174,10.0,440,-4,2.55
202210030102,5,3,ロックユアハート,3,54.0,01163,2.9,452,-10,1.3
202210030102,6,4,カラフルワウ,3,51.0,01199,75.1,464,0,10.2
202210030102,7,6,マルノアンナ,3,51.0,01195,172.2,412,-6,21.55
202210030102,8,1,テイエムラトーヌ,3,50.0,01187,9.6,430,+2,2.75
202210030102,9,9,メイショウジェゼロ,3,52.0,01185,236.2,454,+10,29.0
202210030102,10,5,キルステン,3,54.0,01128,18.7,454,-8,3.7
202210030102,11,10,アジュール,3,52.0,01191,12.0,424,-24,3.7
202210030102,12,12,モズクイーン,3,54.0,01130,119.9,448,0,23.4
202210030103,1,9,エンジェルシリカ,3,54.0,01163,7.5,454,+14,2.95
202210030103,2,12,マメコ,3,54.0,01168,2.8,446,-2,1.4500000000000002
202210030103,3,17,プリモカリーナ,3,54.0,01102,11.7,440,+2,2.7
202210030103,4,8,ショウナンナージャ,3,54.0,01124,31.8,442,-2,7.8
202210030103,5,15,アンブロジアーナ,3,51.0,01172,6.1,406,-6,2.1
202210030103,6,7,サンマルヴァレー,3,54.0,01138,78.4,462,+4,20.95
202210030103,7,11,デュードメール,3,54.0,01126,17.2,456,0,5.5
202210030103,8,18,テーオーモンブラン,3,50.0,01193,21.4,444,+18,6.449999999999999
202210030103,9,3,イダマンテ,3,56.0,01174,26.0,448,-8,6.2
202210030103,10,14,ジューンキララ,3,54.0,00660,170.8,426,+10,28.4
202210030103,11,5,ストームサージ,3,56.0,00732,29.5,476,-2,8.850000000000001
202210030103,12,4,テイエムケントオー,3,56.0,01180,64.0,444,-6,14.7
202210030103,13,13,マサハヤブッカーズ,3,54.0,01191,161.9,446,+8,29.35
202210030103,14,2,ホウショウルイーズ,3,54.0,01154,6.5,490,+6,1.9000000000000001
202210030103,15,16,ブエナディオサ,3,54.0,01036,281.2,434,-18,72.5
202210030103,16,1,アクアヒナ,3,54.0,01018,12.0,496,+8,4.0
202210030103,17,6,ハクサンゴールド,3,52.0,01187,79.2,472,-16,23.3
202210030103,18,10,リサディーン,3,52.0,01185,43.9,420,0,11.899999999999999
202210030104,1,8,アスクビギンアゲン,3,56.0,00732,10.4,534,-18,2.75
202210030104,2,14,カイザー,3,56.0,01171,4.8,474,-4,1.85
202210030104,3,11,ミナモトフェイス,3,54.0,01014,5.2,450,+4,2.0
202210030104,4,13,テーオーコンドル,3,53.0,01199,50.0,454,-6,9.7
202210030104,5,4,バクシンフォワード,3,56.0,01180,135.7,454,-10,26.55
202210030104,6,2,セピアーチェ,3,54.0,00660,52.0,450,-4,10.2
202210030104,7,1,アスクオーマイキー,3,56.0,01154,182.0,486,-6,30.65
202210030104,8,6,シエロフェイス,3,56.0,01163,6.2,430,-4,2.2
202210030104,9,12,サトノソラーレ,3,56.0,01102,21.3,434,-8,4.4
202210030104,10,3,ヤマニンリリアーナ,3,54.0,01130,283.8,486,+8,51.6
202210030104,11,5,ウォーターレクラ,3,54.0,01018,2.8,416,-4,1.4500000000000002
202210030104,12,15,ヒシハイドラ,3,50.0,01187,73.2,442,+4,11.85
202210030104,13,7,クリノレイチェル,3,52.0,01185,513.7,460,-4,84.5
202210030104,14,10,ライダーストーム,3,56.0,01124,286.5,466,-12,37.05
202210030104,15,9,ブリーザフレスカ,3,54.0,01126,8.0,492,+18,2.6500000000000004
202210030105,1,3,サツマノオンナ,2,54.0,01126,4.8,440,0,1.8
202210030105,2,5,カシノサヴィ,2,54.0,00732,13.4,416,0,3.75
202210030105,3,12,テイエムユメキュウ,2,54.0,01099,16.8,450,0,3.6500000000000004
202210030105,4,17,ベルボールドナイン,2,50.0,01193,5.3,460,0,1.8
202210030105,5,4,テイエムハヤカケン,2,54.0,01168,9.3,496,0,2.8
202210030105,6,14,ゴーツウキリシマ,2,54.0,01116,27.6,456,0,7.5
202210030105,7,8,テイエムイッキュウ,2,51.0,01172,55.4,414,0,12.45
202210030105,8,9,キスウマイ,2,54.0,01138,13.3,468,0,3.35
202210030105,9,11,カシノジャッカル,2,53.0,01176,140.7,398,0,31.200000000000003
202210030105,10,6,ユクサキタ,2,54.0,01125,90.5,436,0,21.35
202210030105,11,13,テイエムジンキュウ,2,51.0,01195,127.0,482,0,29.65
202210030105,12,7,カシノクック,2,54.0,01128,101.7,416,0,26.5
202210030105,13,10,キリシマラッキー,2,54.0,01147,134.3,448,0,19.85
202210030105,14,1,カシノスターリング,2,51.0,01199,55.5,470,0,10.399999999999999
202210030105,15,16,エイヨーチャクラ,2,54.0,00894,22.7,432,0,6.4
202210030105,16,18,カシノロマネ,2,54.0,01165,207.1,374,0,46.349999999999994
202210030105,17,15,コウユーオモイノセ,2,54.0,01180,3.1,470,0,1.5
202210030106,1,7,マルモリキング,2,54.0,01168,5.7,518,0,2.1
202210030106,2,3,ゴッドセンド,2,54.0,01171,3.5,456,0,1.2999999999999998
202210030106,3,5,ヴァルダリス,2,50.0,01187,3.5,422,0,1.7
202210030106,4,8,オバケノキンタ,2,51.0,01199,41.2,442,0,8.1
202210030106,5,2,シミーシェイク,2,54.0,01116,6.9,396,0,2.15
202210030106,6,1,カシノビルボード,2,52.0,01191,61.0,456,0,11.05
202210030106,7,6,スエヒロイナズマ,2,54.0,01018,54.9,446,0,10.149999999999999
202210030106,8,9,ビルトインアデイ,2,54.0,00732,12.0,442,0,2.95
202210030106,9,10,スズカクリエイター,2,54.0,01174,15.4,468,0,3.6
202210030106,10,11,カシノアルバ,2,50.0,01193,51.1,436,0,9.95
202210030106,11,4,グレイシャスオーラ,2,52.0,01185,13.9,434,0,2.95
202210030107,1,13,ブライトホルン,3,54.0,01191,9.4,466,-12,3.15
202210030107,2,4,インブレッドセンス,3,56.0,01154,9.8,466,0,2.6500000000000004
202210030107,3,15,サイラス,3,56.0,00732,7.2,520,+6,1.95
202210030107,4,10,ホウオウブリッツ,3,52.0,01193,9.0,494,+8,4.35
202210030107,5,2,テイエムシルバー,3,56.0,01037,3.5,472,+2,1.55
202210030107,6,7,ショウグン,3,56.0,01174,4.7,452,-6,1.9000000000000001
202210030107,7,3,マルトドラゴン,3,55.0,01176,59.0,470,+8,11.25
202210030107,8,6,ルージュラピュセル,3,54.0,01163,4.4,424,0,1.65
202210030107,9,11,ウィッシュムーン,3,56.0,01138,128.6,458,+2,30.35
202210030107,10,16,ブレットアーチ,3,56.0,01168,53.9,460,-8,14.65
202210030107,11,1,メイショウイタマエ,3,53.0,01199,131.9,480,-14,24.55
202210030107,12,14,サダムパッション,3,52.0,01187,181.0,502,-10,27.6
202210030107,13,8,オセアプレシャス,3,54.0,01185,257.6,494,+14,58.25
202210030107,14,5,アメノタヂカラオ,3,56.0,01128,133.5,540,0,37.15
202210030107,15,9,ブタンタン,3,56.0,05429,216.3,448,-10,38.55
202210030107,16,12,カレンマンバ,3,56.0,01126,133.2,448,0,30.85
202210030108,1,7,アメリカンスター,3,52.0,01019,10.9,494,+16,2.4
202210030108,2,6,サンクフィーユ,3,52.0,01088,1.9,440,-22,1.1
202210030108,3,2,シゲルイワイザケ,3,52.0,01018,5.1,474,-2,1.85
202210030108,4,1,ダイシンビヨンド,3,52.0,01154,4.4,448,-8,1.75
202210030108,5,5,ルヴァンノワール,4,51.0,01193,34.2,436,+2,5.45
202210030108,6,10,ジャマン,3,49.0,01187,7.9,454,-8,2.55
202210030108,7,8,マンクスホップ,3,50.0,01191,44.4,428,+2,8.1
202210030108,8,4,ブリンク,4,55.0,01102,40.7,456,-8,6.35
202210030108,9,9,ワイドアウェイク,4,55.0,01126,93.5,488,-2,12.5
202210030108,10,3,セレッソフレイム,4,52.0,01199,254.4,438,-10,37.25
202210030109,1,12,シゲルカチョウ,4,55.0,01088,3.5,496,-2,1.7
202210030109,2,10,ニシノデフィレ,3,54.0,00732,3.7,500,-8,1.55
202210030109,3,8,テンジュイン,5,55.0,01018,18.2,452,-6,3.5
202210030109,4,6,キタサンユーダイ,3,54.0,01174,7.1,490,+8,2.05
202210030109,5,2,シュライエン,4,55.0,01171,3.8,432,-6,1.8
202210030109,6,3,ドリームアゲイン,4,55.0,01014,18.6,468,+4,4.6
202210030109,7,11,ダノンカオス,5,57.0,01180,37.8,486,-10,7.7
202210030109,8,9,ソルトキャピタル,5,57.0,01037,74.5,524,+4,8.85
202210030109,9,5,ナリタローゼ,4,55.0,01142,8.0,480,0,2.6
202210030109,10,4,マイネルホイッスル,5,57.0,01163,65.7,484,0,10.8
202210030109,11,1,ノーセキュリティ,5,57.0,01102,65.8,470,-22,13.65
202210030109,12,7,メイショウオニテ,6,57.0,01185,214.6,460,+6,32.6
202210030110,1,1,シルキーヴォイス,4,57.0,01088,2.2,484,-2,1.4500000000000002
202210030110,2,3,ハギノエスペラント,5,57.0,01014,13.2,488,-6,3.75
202210030110,3,2,サンデージャック,4,57.0,01126,7.2,472,-10,1.9000000000000001
202210030110,4,5,メイショウラツワン,5,57.0,01019,14.0,482,-2,3.2
202210030110,5,9,ダノングレーター,6,57.0,01168,38.7,458,-14,6.8500000000000005
202210030110,6,4,ハーツオブシャカ,4,57.0,01154,4.5,472,+4,1.7
202210030110,7,8,サルマン,4,57.0,01116,5.5,500,-2,1.85
202210030110,8,6,ナオミラフィネ,5,55.0,01163,17.0,468,+2,3.2
202210030110,9,10,トーセンスカイ,6,57.0,01174,76.4,480,-18,14.5
202210030110,10,7,エレヴァルアスール,6,57.0,01018,30.9,500,-6,6.25
202210030111,1,12,ヴァンヤール,4,57.0,01160,11.4,526,+4,3.7
202210030111,2,6,ラボエーム,5,55.0,01125,8.5,456,+16,2.7
202210030111,3,9,ミステリオーソ,5,57.0,01116,5.8,490,+4,2.2
202210030111,4,3,サンライズシェリー,5,57.0,00732,9.6,488,+4,3.4
202210030111,5,4,ダッチマン,5,57.0,01154,68.9,464,0,9.85
202210030111,6,7,ルリアン,5,57.0,01163,40.3,504,-14,12.25
202210030111,7,8,メガゴールド,4,57.0,01171,13.8,516,-2,3.65
202210030111,8,5,メイショウヨカゼ,5,57.0,01037,22.7,514,0,5.75
202210030111,9,1,リリーミニスター,5,57.0,01126,5.9,472,+2,2.3
202210030111,10,10,ペガサス,6,57.0,01014,17.0,450,-12,4.35
202210030111,11,2,テーオーラフィット,4,55.0,01174,6.3,498,+16,2.85
202210030111,12,13,タイセイアゲイン,4,57.0,01018,25.2,464,0,7.55
202210030111,13,11,ヴィゴーレ,4,57.0,00660,22.6,468,-4,6.3
202210030111,14,14,ギブミーラブ,4,55.0,01019,61.3,476,-4,13.2
202210030111,15,16,ウォーターパルフェ,7,57.0,01199,250.8,488,-10,62.85
202210030111,16,15,トーセンアラン,4,57.0,01180,7.7,526,0,3.55
202210030112,1,14,ゴッドクインビー,3,49.0,01199,3.7,440,+4,1.75
202210030112,2,10,サエールフェイス,3,52.0,01180,35.1,468,-4,8.0
202210030112,3,12,アイファーリンクス,4,55.0,01116,16.0,480,-6,4.2
202210030112,4,5,ムーンオブバローダ,6,57.0,00660,11.0,488,-18,3.3
202210030112,5,8,ナインティゴット,3,54.0,01168,2.9,502,+6,1.6
202210030112,6,1,ケイティレインボー,3,54.0,01142,5.2,472,-2,1.9000000000000001
202210030112,7,9,ルールシェーバー,5,56.0,01176,77.6,482,+20,10.8
202210030112,8,2,セイウンノウヒメ,4,55.0,00732,10.2,466,0,2.05
202210030112,9,11,サイモンカーチス,3,50.0,01187,34.9,468,-12,7.3500000000000005
202210030112,10,13,コパノキャッチング,4,55.0,01191,57.4,458,-2,11.6
202210030112,11,3,カネトシバレンシア,4,53.0,01185,17.5,452,+20,4.1
202210030112,12,4,ベッサラビア,5,57.0,01165,59.9,452,-12,12.0
202210030112,13,7,デリカテス,3,50.0,01193,26.7,446,+6,7.5
202210030112,14,6,タンバオー,4,57.0,01138,219.6,482,-6,40.400000000000006
202202010701,1,6,ミスヨコハマ,2,54.0,01178,2.3,460,0,1.5
202202010701,2,4,ブルジュドバイ,2,54.0,00666,1.8,456,-4,1.1
202202010701,3,2,コスモレンブランサ,2,54.0,01091,11.1,406,+2,3.1500000000000004
202202010701,4,3,クニ,2,52.0,01173,74.4,414,-6,23.1
202202010701,5,5,スナークメモリー,2,51.0,01177,74.5,410,-8,22.2
202202010701,6,1,シュガーベイビー,2,54.0,01144,10.5,436,-6,4.25
202202010702,1,1,タロファイター,3,56.0,01095,1.6,452,-4,1.1
202202010702,2,14,ワンダフルヘヴン,3,54.0,01144,6.8,490,0,2.65
202202010702,3,4,ヤマニンクイッカー,3,56.0,05243,7.6,458,+6,2.65
202202010702,4,8,ホウオウベリテ,3,56.0,01140,5.0,450,-4,1.85
202202010702,5,2,オフショアガール,3,54.0,01062,274.2,432,-4,35.05
202202010702,6,9,ルージュブラゾン,3,54.0,05203,18.7,470,+4,4.85
202202010702,7,7,アテンハピネス,3,53.0,01177,147.6,530,-14,31.200000000000003
202202010702,8,5,テイエムシチーボー,3,52.0,01173,289.4,452,-2,46.15
202202010702,9,13,モズフェニックス,3,53.0,01181,133.9,484,0,22.8
202202010702,10,6,ナムラジュリア,3,52.0,01186,304.0,414,+4,47.65
202202010702,11,3,クレバーテースト,3,56.0,01157,28.9,444,+2,7.75
202202010702,12,10,ケーリエール,3,55.0,01182,59.8,492,-8,11.8
202202010702,13,12,ヘクトゴン,3,56.0,01015,224.5,418,-2,49.3
202202010702,14,11,クラシカルオーサー,3,53.0,01192,21.1,456,-2,5.449999999999999
202202010703,1,11,クロニクルノヴァ,3,56.0,01115,6.4,478,+2,2.6
202202010703,2,2,キセキノエンジェル,3,54.0,01025,9.2,452,0,2.3
202202010703,3,9,イルモンド,3,54.0,01170,2.4,472,-2,1.25
202202010703,4,8,ジョーカーブラウン,3,56.0,01091,9.8,518,0,2.05
202202010703,5,14,ジャスティンエース,3,56.0,01157,13.3,462,0,3.45
202202010703,6,10,シエル,3,54.0,05203,4.6,462,+10,2.05
202202010703,7,5,ゴッドスイートビー,3,52.0,01186,75.9,410,+2,12.25
202202010703,8,3,ベアビリーブ,3,51.0,01198,189.9,448,0,29.5
202202010703,9,13,ニューヴァージョン,3,56.0,01095,63.2,502,+24,15.2
202202010703,10,7,ユリシーズ,3,56.0,01015,11.7,454,+4,3.65
202202010703,11,6,ナーサック,3,56.0,01032,25.9,430,-2,6.65
202202010703,12,4,ビーイング,3,56.0,01109,381.5,484,-6,82.85
202202010703,13,12,フレンドオパール,3,51.0,01177,340.5,410,0,98.55000000000001
202202010703,14,1,テーオーノブレス,3,54.0,01144,97.6,410,+4,27.45
202202010703,15,15,フジシュウセツ,3,53.0,01192,233.4,510,-6,40.95
202202010704,1,8,クオーレドーロ,3,54.0,01170,2.4,438,0,1.25
